Date,Adj Close
2019-01-02,0.0
2019-01-03,-0.005276280120759758
2019-01-04,0.029320727615113507
2019-01-07,0.009304344692241395
2019-01-08,0.00468010483140513
2019-01-09,0.007764018636229553
2019-01-10,0.0026614713969839165
2019-01-11,0.0012572832577322224
2019-01-14,-0.005720608946415351
2019-01-15,-0.00042097640187443996
2019-01-16,0.013617767030670525
2019-01-17,0.0040166333488245165
2019-01-18,0.010622214031624111
2019-01-21,-0.0001365292920940675
2019-01-22,-0.008737193032743229
2019-01-23,-0.001652702734792788
2019-01-24,0.0077252752723306894
2019-01-25,0.012183427138501957
2019-01-28,-0.009331923432827072
2019-01-29,0.004368596516371559
2019-01-30,0.002854411925292233
2019-01-31,-0.002710720405952438
2019-02-01,-0.007338963061827908
2019-02-04,-0.0008214342530353802
2019-02-05,0.01370238358457132
2019-02-06,0.007839878012195323
2019-02-07,-0.02105686354925662
2019-02-08,-0.010823413325779518
2019-02-11,0.01343492052220574
2019-02-12,0.011890156735732571
2019-02-13,0.007023185259812159
2019-02-14,-0.005633022836612267
2019-02-15,0.017669241561615756
2019-02-18,0.004771380051857621
2019-02-19,-0.00408913822156709
2019-02-20,0.003841071728839074
2019-02-21,-0.004618003297178874
2019-02-22,0.0019882541308355872
2019-02-25,0.00859904163737979
2019-02-26,0.0034103114312129534
2019-02-27,-0.0006536346635007684
2019-02-28,0.009417936552575279
2019-03-01,0.001425432330719234
2019-03-04,0.0006470374294469394
2019-03-05,-0.0001293435405875787
2019-03-06,0.005690667914419301
2019-03-07,-0.006687297558839123
2019-03-08,-0.009192116832070663
2019-03-11,0.006010702885272945
2019-03-12,0.001428764948743222
2019-03-13,0.003372271613179656
2019-03-14,0.007755926439855898
2019-03-15,0.006413545483219263
2019-03-18,0.009431530364572449
2019-03-19,0.009595986938321976
2019-03-20,-0.002876384819565647
2019-03-21,0.0015050183385834082
2019-03-22,-0.016280468969383954
2019-03-25,0.0012730549998223317
2019-03-26,0.002542872782734573
2019-03-27,0.0021559692103367833
2019-03-28,-0.004302662013849323
2019-03-29,0.00788005521323365
2019-04-01,0.012736374123172967
2019-04-02,-0.0007470745911799526
2019-04-03,0.010093427521417508
2019-04-04,-0.0004934729426611106
2019-04-05,0.0016046024216125332
2019-04-08,-0.0004929256287763417
2019-04-09,-0.002095896531452035
2019-04-10,-0.001976818103325395
2019-04-11,0.002971006033625212
2019-04-12,0.005430788195964542
2019-04-15,0.002823512883852075
2019-04-16,0.001958575442932542
2019-04-17,0.0024435501693986783
2019-04-18,-0.0025594967221964637
2019-04-23,0.003543510856599097
2019-04-24,-0.009010080220582695
2019-04-25,-0.000368580655139894
2019-04-26,0.000983306667336814
2019-04-29,0.00196458776913655
2019-04-30,0.0040441401620778805
2019-05-02,-0.006591003460465372
2019-05-03,0.0017201055498010653
2019-05-06,-0.014595884450183894
2019-05-07,-0.012073607611693626
2019-05-08,0.0018898058623393332
2019-05-09,-0.020372172856835125
2019-05-10,0.005391503988684709
2019-05-13,-0.01391721580870564
2019-05-14,0.011653422988017637
2019-05-15,-0.0007679196301408897
2019-05-16,0.012552880245477516
2019-05-17,-0.0013915320190378555
2019-05-20,-0.007727395382389757
2019-05-21,0.007787573038326112
2019-05-22,-0.00405370768846558
2019-05-23,-0.022004620917019824
2019-05-24,0.011444885686088924
2019-05-27,-0.0018001722475440296
2019-05-28,-0.0056678452605811724
2019-05-29,-0.010364076000192957
2019-05-30,-0.0049744371835858114
2019-05-31,-0.005920333705953462
2019-06-03,0.002249944465760656
2019-06-04,0.017826467902797072
2019-06-05,-0.0023352400220527647
2019-06-06,-0.00039010115346715946
2019-06-07,0.009626614249112153
2019-06-10,0.005927059410579361
2019-06-11,0.007044998769152988
2019-06-12,-0.006105359198228522
2019-06-13,0.006398771485865096
2019-06-14,-0.00012718891541330102
2019-06-17,0.0027979299044622596
2019-06-18,0.022955044045845252
2019-06-19,0.0027274185633583414
