Date,Open,High,Low,Close,Adj Close,Volume
2013-01-02,1.5460000038146973,1.569000005722046,1.531999945640564,1.5609999895095825,1.1377975940704346,2540589
2013-01-03,1.559999942779541,1.5800000429153442,1.5509999990463257,1.5789999961853027,1.1509175300598145,2106337
2013-01-04,1.5750000476837158,1.6399999856948853,1.5700000524520874,1.61899995803833,1.1800731420516968,6071837
2013-01-07,1.621000051498413,1.6640000343322754,1.6200000047683716,1.6490000486373901,1.2019399404525757,3820326
2013-01-08,1.6519999504089355,1.7020000219345093,1.6330000162124634,1.6740000247955322,1.2201621532440186,5137997
2013-01-09,1.6920000314712524,1.7680000066757202,1.690999984741211,1.7649999856948853,1.2864911556243896,12242668
2013-01-10,1.774999976158142,1.7999999523162842,1.7400000095367432,1.7599999904632568,1.2828466892242432,9976777
2013-01-11,1.7669999599456787,1.7860000133514404,1.7330000400543213,1.7760000228881836,1.2945091724395752,11632955
2013-01-14,1.7949999570846558,1.7960000038146973,1.7269999980926514,1.7419999837875366,1.2697265148162842,5421482
2013-01-15,1.7359999418258667,1.7769999504089355,1.7309999465942383,1.7450000047683716,1.2719134092330933,3358607
2013-01-16,1.7339999675750732,1.7419999837875366,1.690000057220459,1.7130000591278076,1.2485889196395874,4143646
2013-01-17,1.7109999656677246,1.8200000524520874,1.7079999446868896,1.8200000524520874,1.326580286026001,10727058
2013-01-18,1.8300000429153442,1.9110000133514404,1.8300000429153442,1.8930000066757202,1.3797892332077026,18562324
2013-01-21,1.9149999618530273,2.0320000648498535,1.8930000066757202,2.0139999389648438,1.4679847955703735,27560536
2013-01-22,2.0299999713897705,2.1480000019073486,1.9980000257492065,2.0880000591278076,1.5219227075576782,31389234
2013-01-23,2.0820000171661377,2.0980000495910645,2.0160000324249268,2.0360000133514404,1.484020471572876,10392545
2013-01-24,2.0179998874664307,2.131999969482422,2.01200008392334,2.128000020980835,1.55107843875885,12044883
2013-01-25,2.131999969482422,2.1459999084472656,2.0959999561309814,2.124000072479248,1.548162817955017,8489548
2013-01-28,2.1459999084472656,2.2060000896453857,2.135999917984009,2.190000057220459,1.5962696075439453,11834537
2013-01-29,2.200000047683716,2.2300000190734863,2.1419999599456787,2.180000066757202,1.5889806747436523,7632940
2013-01-30,2.190000057220459,2.196000099182129,2.0320000648498535,2.062000036239624,1.5029715299606323,10242763
2013-01-31,2.069999933242798,2.134000062942505,1.9759999513626099,2.118000030517578,1.543789267539978,10104260
2013-02-01,2.124000072479248,2.1459999084472656,2.0399999618530273,2.055999994277954,1.4985982179641724,6569878
2013-02-04,2.053999900817871,2.053999900817871,1.9550000429153442,1.9709999561309814,1.4366425275802612,7004085
2013-02-05,1.9579999446868896,2.00600004196167,1.9140000343322754,1.968000054359436,1.4344558715820312,8092672
2013-02-06,1.9709999561309814,2.0460000038146973,1.940999984741211,1.9809999465942383,1.4439315795898438,6877419
2013-02-07,1.9800000190734863,2.0179998874664307,1.9299999475479126,1.940000057220459,1.4140468835830688,4615701
2013-02-08,1.937999963760376,2.00600004196167,1.9140000343322754,1.9819999933242798,1.4446604251861572,5714349
2013-02-11,1.9700000286102295,1.9800000190734863,1.9320000410079956,1.940999984741211,1.4147758483886719,4208609
2013-02-12,1.934000015258789,1.9579999446868896,1.906000018119812,1.9550000429153442,1.4249802827835083,2632893
2013-02-13,1.9700000286102295,2.065999984741211,1.9479999542236328,2.053999900817871,1.4971405267715454,6460798
2013-02-14,2.055999994277954,2.063999891281128,2.0199999809265137,2.0239999294281006,1.4752734899520874,5351724
2013-02-15,2.0280001163482666,2.0280001163482666,1.9520000219345093,1.9550000429153442,1.4249802827835083,5514032
2013-02-18,1.9509999752044678,1.9550000429153442,1.899999976158142,1.909999966621399,1.3921802043914795,3876967
2013-02-19,1.9129999876022339,1.9390000104904175,1.8899999856948853,1.9270000457763672,1.404571533203125,2984872
2013-02-20,1.930999994277954,1.9429999589920044,1.8600000143051147,1.8769999742507935,1.3681268692016602,3574701
2013-02-21,1.8600000143051147,1.8609999418258667,1.805999994277954,1.8079999685287476,1.3178333044052124,5767332
2013-02-22,1.8170000314712524,1.9279999732971191,1.809999942779541,1.9270000457763672,1.404571533203125,7123954
2013-02-25,1.9299999475479126,2.062000036239624,1.9299999475479126,1.9739999771118164,1.4388291835784912,13082901
2013-02-26,1.8109999895095825,1.850000023841858,1.746999979019165,1.75,1.2755578756332397,15392747
2013-02-27,1.7740000486373901,1.781000018119812,1.6740000247955322,1.7350000143051147,1.2646244764328003,10235268
2013-02-28,1.7599999904632568,1.7690000534057617,1.6920000314712524,1.7450000047683716,1.2719134092330933,4230821
2013-03-01,1.7389999628067017,1.7760000228881836,1.7059999704360962,1.7580000162124634,1.2813889980316162,3027367
2013-03-04,1.7380000352859497,1.75600004196167,1.7100000381469727,1.7300000190734863,1.2609800100326538,1912876
2013-03-05,1.7419999837875366,1.7999999523162842,1.7419999837875366,1.7829999923706055,1.299611210823059,3180389
2013-03-06,1.781000018119812,1.8350000381469727,1.7680000066757202,1.7960000038146973,1.309086799621582,3005310
2013-03-07,1.7970000505447388,1.7999999523162842,1.7430000305175781,1.7640000581741333,1.2857621908187866,3282344
2013-03-08,1.7740000486373901,1.8350000381469727,1.7649999856948853,1.8179999589920044,1.3251222372055054,4089638
2013-03-11,1.7879999876022339,1.7940000295639038,1.7599999904632568,1.7680000066757202,1.28867769241333,2969894
2013-03-12,1.7680000066757202,1.7970000505447388,1.7680000066757202,1.7790000438690186,1.296695590019226,3306947
